epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,9775.9,0.64913,0.46721,1.07895,0.95385,0.94354,0.96729,0.81006,0.6881,0.38457,1.03203,2.872e-05,2.872e-05,2.872e-05
74,9908.49,0.6578,0.47554,1.08458,0.95441,0.94328,0.96738,0.81023,0.68734,0.38405,1.03169,2.773e-05,2.773e-05,2.773e-05
75,10041.4,0.64934,0.46493,1.07705,0.95806,0.93993,0.96756,0.81015,0.68647,0.383,1.03119,2.674e-05,2.674e-05,2.674e-05
76,10174.2,0.65313,0.46322,1.0757,0.95764,0.94106,0.96724,0.81063,0.68543,0.38291,1.03067,2.575e-05,2.575e-05,2.575e-05
77,10307.1,0.64635,0.46816,1.07478,0.95768,0.94081,0.96717,0.81095,0.68431,0.38254,1.02997,2.476e-05,2.476e-05,2.476e-05
78,10442.2,0.64712,0.46434,1.07388,0.95576,0.94123,0.9672,0.8116,0.68303,0.3829,1.02935,2.377e-05,2.377e-05,2.377e-05
79,10575,0.64126,0.45622,1.06912,0.96223,0.93623,0.9672,0.81165,0.68209,0.38162,1.02916,2.278e-05,2.278e-05,2.278e-05
80,10707.7,0.63672,0.45175,1.06869,0.9624,0.9367,0.96716,0.81212,0.68057,0.3817,1.02823,2.179e-05,2.179e-05,2.179e-05
81,10840.5,0.64158,0.45582,1.07052,0.96178,0.93697,0.96707,0.81217,0.67981,0.38192,1.02798,2.08e-05,2.08e-05,2.08e-05
82,10973.2,0.63826,0.45229,1.06908,0.96099,0.93711,0.96714,0.81251,0.67925,0.38204,1.02765,1.981e-05,1.981e-05,1.981e-05
83,11106.1,0.64448,0.45171,1.07505,0.96031,0.93852,0.96725,0.81285,0.67872,0.38166,1.02738,1.882e-05,1.882e-05,1.882e-05
84,11238.8,0.63451,0.44865,1.06531,0.96126,0.93777,0.96742,0.8133,0.67833,0.38156,1.02711,1.783e-05,1.783e-05,1.783e-05
85,11371.4,0.63375,0.45243,1.06504,0.96167,0.93748,0.96759,0.81342,0.67828,0.38126,1.02724,1.684e-05,1.684e-05,1.684e-05
86,11504.1,0.63313,0.44929,1.06671,0.96181,0.93713,0.96762,0.81364,0.67797,0.38109,1.02712,1.585e-05,1.585e-05,1.585e-05
87,11636.8,0.6294,0.44343,1.06482,0.96278,0.93651,0.96775,0.8136,0.67745,0.3808,1.0269,1.486e-05,1.486e-05,1.486e-05
88,11769.3,0.63057,0.45357,1.0695,0.96243,0.9368,0.96764,0.81404,0.67708,0.38061,1.02671,1.387e-05,1.387e-05,1.387e-05
89,11901.7,0.62444,0.447,1.06317,0.96327,0.93568,0.96775,0.81437,0.67678,0.38068,1.02651,1.288e-05,1.288e-05,1.288e-05
90,12034.2,0.62996,0.44097,1.06354,0.96393,0.93604,0.96796,0.81463,0.6764,0.37976,1.02626,1.189e-05,1.189e-05,1.189e-05
